game_id,season
5180,32
5178,32
5177,32
5176,32
5175,32
5174,32
5172,32
5171,32
5170,32
5168,32
5167,32
5166,32
5165,32
5164,32
5160,32
5157,32
5156,32
5155,32
5154,32
5152,32
5150,32
5147,32
5146,32
5144,32
5141,32
5140,32
5139,32
5138,32
5137,32
5136,32
5134,32
5133,32
5132,32
5131,32
5130,32
5129,32
5128,32
5127,32
5126,32
5125,32
5124,32
5122,32
5121,32
5119,32
5117,32
5116,32
5113,32
5112,32
5110,32
5109,32
5108,32
5104,32
5103,32
5101,32
5100,32
5099,32
5098,32
5097,32
5095,32
5093,32
5092,32
5091,32
5090,32
5089,32
5087,32
5088,32
5085,32
5083,32
5081,32
5078,32
5076,32
5075,32
5074,32
5072,32
5071,32
5070,32
5069,32
5067,32
5066,32
5065,32
5064,32
5063,32
5062,32
5061,32
5059,32
5058,32
5057,32
5056,32
5055,32
5053,32
5052,32
5050,32
5049,32
5048,32
5046,32
5044,32
5043,32
5042,32
5040,32
5038,32
5037,32
5002,31
5006,31
5005,31
4994,31
4993,31
4991,31
4989,31
4987,31
4985,31
4982,31
4979,31
4977,31
4976,31
4974,31
4972,31
4961,31
4959,31
4958,31
4956,31
4953,31
4951,31
4950,31
4949,31
4948,31
4947,31
4945,31
4943,31
4941,31
4938,31
4936,31
4934,31
4933,31
4930,31
4927,31
4925,31
4923,31
4921,31
4920,31
4919,31
4917,31
4915,31
4913,31
4912,31
4909,31
4907,31
4905,31
4904,31
4903,31
4902,31
4901,31
4900,31
4899,31
4898,31
4897,31
4896,31
4895,31
4894,31
4893,31
4892,31
4891,31
4890,31
4889,31
4888,31
4887,31
4886,31
4885,31
4884,31
4883,31
4882,31
4881,31
4880,31
4879,31
4878,31
4877,31
4876,31
4875,31
4874,31
4873,31
4872,31
4870,31
4868,31
4589,30
4588,30
4586,30
4584,30
4582,30
4578,30
4576,30
4573,30
4574,30
4569,30
4570,30
4567,30
4581,30
4565,30
4561,30
4562,30
4558,30
4557,30
4555,30
4551,30
4553,30
4549,30
4556,30
4548,30
4547,30
4546,30
4545,30
4550,30
4543,30
4542,30
4541,30
4540,30
4544,30
4539,30
4538,30
4537,30
4536,30
4534,30
4535,30
4532,30
4531,30
4528,30
4526,30
4527,30
4523,30
4521,30
4519,30
4516,30
4514,30
4511,30
4510,30
4509,30
4508,30
4507,30
4506,30
4505,30
4504,30
4502,30
4503,30
4500,30
4499,30
4496,30
4493,30
4494,30
4488,30
4489,30
4485,30
4484,30
4483,30
4481,30
4482,30
4480,30
4479,30
4478,30
4476,30
4477,30
4474,30
4472,30
4471,30
4470,30
4469,30
4467,30
4466,30
4468,30
4464,30
4465,30
4463,30
4461,30
4462,30
4457,30
4459,30
4456,30
4454,30
4453,30
4451,30
4455,30
4450,30
4449,30
4448,30
4447,30
4446,30
4445,30
4444,30
4443,30
4442,30
4441,30
4440,30
4439,30
4438,30
4437,30
4436,30
4435,30
4434,30
4433,30
4432,30
4431,30
4430,30
4429,30
4428,30
4426,30
4425,30
4424,30
4423,30
4422,30
4421,30
4420,30
4419,30
4417,30
4416,30
4415,30
4413,30
4411,30
4408,30
4409,30
4406,30
4405,30
4402,30
4399,30
4400,30
4398,30
4397,30
4396,30
4393,30
4394,30
4391,30
4392,30
4390,30
4389,30
4387,30
4388,30
4386,30
4385,30
4384,30
4383,30
4381,30
4382,30
4379,30
4380,30
4378,30
4377,30
4376,30
4374,30
4375,30
4373,30
4372,30
4371,30
4370,30
4369,30
4368,30
4367,30
4366,30
4365,30
4364,30
4363,30
4362,30
4361,30
4360,30
4359,30
4358,30
4357,30
4356,30
4355,30
4354,30
4353,30
4352,30
4351,30
4350,30
4349,30
4348,30
4347,30
4346,30
4345,30
4344,30
4343,30
4342,30
4341,30
4340,30
4339,30
4338,30
4337,30
4336,30
4335,30
4333,30
4332,30
4331,30
4330,30
4329,30
4328,30
4326,30
4324,30
4327,30
4325,30
4321,30
4334,30
4320,30
4323,30
4322,30
4319,30
4318,30
4317,30
4316,30
4315,30
4314,30
4313,30
4311,30
4312,30
4310,30
4309,30
4308,30
4287,29
4294,29
4285,29
4280,29
4278,29
4276,29
4293,29
4274,29
4270,29
4268,29
4266,29
4263,29
4262,29
4259,29
4257,29
4255,29
4253,29
4250,29
4252,29
4248,29
4245,29
4243,29
4242,29
4239,29
4237,29
4235,29
4234,29
4231,29
4229,29
4228,29
4222,29
4221,29
4218,29
4216,29
4215,29
4212,29
4211,29
4210,29
4207,29
4208,29
4204,29
4203,29
4202,29
4201,29
4200,29
4199,29
4198,29
4197,29
4195,29
4196,29
4194,29
4193,29
4191,29
4190,29
4187,29
4186,29
4185,29
4184,29
4181,29
4180,29
4178,29
4177,29
4176,29
4173,29
4172,29
4171,29
4170,29
4169,29
4165,29
4163,29
4161,29
4160,29
4159,29
4156,29
4155,29
4153,29
4151,29
4150,29
4149,29
4147,29
4145,29
4142,29
4143,29
4140,29
4139,29
4136,29
4137,29
4134,29
4133,29
4132,29
4131,29
4129,29
4128,29
4124,29
4126,29
4122,29
4121,29
4118,29
4116,29
4114,29
4113,29
4112,29
4110,29
4108,29
4106,29
4105,29
4104,29
4101,29
4100,29
4098,29
4096,29
4095,29
4093,29
4092,29
4090,29
4088,29
4087,29
4086,29
4084,29
4082,29
4081,29
4079,29
4078,29
4077,29
4076,29
4075,29
4074,29
4073,29
4071,29
4072,29
4070,29
4069,29
4068,29
4067,29
4066,29
4065,29
4064,29
4063,29
4062,29
4061,29
4060,29
4059,29
4058,29
4057,29
4056,29
4054,29
4055,29
4053,29
4052,29
4051,29
4050,29
4049,29
4048,29
4046,29
4045,29
4044,29
4047,29
4043,29
4042,29
4041,29
4040,29
4039,29
4038,29
4036,29
4035,29
4034,29
4037,29
4033,29
4032,29
4031,29
4030,29
4029,29
4028,29
4027,29
4026,29
4025,29
4024,29
4023,29
4022,29
4021,29
4020,29
4019,29
4018,29
4017,29
4016,29
4014,29
4015,29
4013,29
4011,29
4012,29
4009,29
4010,29
4008,29
4007,29
4006,29
4005,29
4004,29
4003,29
4002,29
4001,29
4000,29
3999,29
3998,29
3997,29
3996,29
3995,29
3994,29
3992,29
3991,29
3990,29
3989,29
3993,29
3988,29
3987,29
3986,29
3985,29
3984,29
3983,29
3982,29
3981,29
3980,29
3979,29
3978,29
3977,29
3976,29
3975,29
3974,29
3973,29
3972,29
3971,29
3967,28
3969,28
3966,28
3965,28
3964,28
3963,28
3968,28
3961,28
3959,28
3957,28
3958,28
3956,28
3953,28
3950,28
3948,28
3946,28
3945,28
3944,28
3942,28
3938,28
3937,28
3939,28
3935,28
3933,28
3932,28
3930,28
3929,28
3927,28
3926,28
3925,28
3924,28
3923,28
3922,28
3921,28
3919,28
3918,28
3920,28
3917,28
3916,28
3915,28
3913,28
3914,28
3912,28
3911,28
3910,28
3909,28
3908,28
3907,28
3906,28
3905,28
3904,28
3903,28
3902,28
3900,28
3899,28
3898,28
3901,28
3897,28
3896,28
3895,28
3893,28
3894,28
3892,28
3891,28
3890,28
3888,28
3887,28
3885,28
3886,28
3884,28
3883,28
3882,28
3880,28
3879,28
3877,28
3878,28
3875,28
3874,28
3873,28
3871,28
3870,28
3869,28
3868,28
3867,28
3866,28
3865,28
3864,28
3863,28
3862,28
3861,28
3860,28
3859,28
3858,28
3857,28
3856,28
3855,28
3854,28
3853,28
3852,28
3851,28
3850,28
3842,28
3849,28
3848,28
3846,28
3847,28
3845,28
3844,28
3843,28
3840,28
3841,28
3839,28
3838,28
3837,28
3836,28
3835,28
3834,28
3833,28
3832,28
3830,28
3831,28
3829,28
3828,28
3827,28
3826,28
3825,28
3824,28
3823,28
3822,28
3821,28
3820,28
3819,28
3817,28
3818,28
3816,28
3815,28
3814,28
3813,28
3812,28
3811,28
3810,28
3809,28
3808,28
3806,28
3805,28
3807,28
3804,28
3803,28
3802,28
3801,28
3800,28
3799,28
3798,28
3797,28
3795,28
3796,28
3793,28
3792,28
3791,28
3790,28
3789,28
3788,28
3787,28
3786,28
3784,28
3783,28
3782,28
3781,28
3780,28
3779,28
3778,28
3777,28
3775,28
3774,28
3772,28
3773,28
3771,28
3770,28
3769,28
3767,28
3768,28
3766,28
3765,28
3764,28
3763,28
3762,28
3761,28
3760,28
3759,28
3757,28
3758,28
3755,28
3756,28
3754,28
3753,28
3752,28
3751,28
3750,28
3749,28
3748,28
3747,28
3746,28
3745,28
3744,28
3743,28
3742,28
3741,28
3740,28
3739,28
3738,28
3737,28
3736,28
3734,28
3733,28
3729,28
3735,28
3726,28
3725,28
3724,28
3723,28
3722,28
3721,28
3720,28
3719,28
3717,28
3718,28
3716,28
3715,28
3714,28
3713,27
3712,27
3709,27
3708,27
3707,27
3706,27
3704,27
3702,27
3701,27
3700,27
3698,27
3699,27
3697,27
3696,27
3695,27
3694,27
3693,27
3692,27
3691,27
3690,27
3689,27
3688,27
3687,27
3686,27
3685,27
3682,27
3684,27
3678,27
3677,27
3675,27
3673,27
3672,27
3669,27
3667,27
3668,27
3664,27
3663,27
3662,27
3661,27
3660,27
3659,27
3658,27
3657,27
3656,27
3655,27
3653,27
3654,27
3652,27
3651,27
3650,27
3649,27
3648,27
3647,27
3646,27
3645,27
3644,27
3643,27
3642,27
3641,27
3640,27
3638,27
3639,27
3637,27
3636,27
3635,27
3633,27
3634,27
3632,27
3631,27
3630,27
3629,27
3628,27
3627,27
3626,27
3624,27
3623,27
3622,27
3621,27
3620,27
3619,27
3618,27
3617,27
3616,27
3615,27
3614,27
3612,27
3613,27
3611,27
3610,27
3609,27
3608,27
3607,27
3606,27
3605,27
3604,27
3602,27
3600,27
3599,27
3598,27
3597,27
3596,27
3594,27
3593,27
3591,27
3592,27
3589,27
3590,27
3588,27
3587,27
3586,27
3584,27
3583,27
3582,27
3581,27
3580,27
3579,27
3578,27
3577,27
3574,27
3572,27
3571,27
3570,27
3569,27
3566,27
3567,27
3565,27
3564,27
3563,27
3561,27
3562,27
3560,27
3559,27
3558,27
3557,27
3556,27
3555,27
3554,27
3553,27
3550,27
3551,27
3549,27
3547,27
3548,27
3545,27
3546,27
3544,27
3543,27
3542,27
3539,27
3541,27
3540,27
3538,27
3537,27
3536,27
3535,27
3534,27
3533,27
3532,27
3531,27
3530,27
3529,27
3528,27
3527,27
3526,27
3525,27
3524,27
3523,27
3522,27
3521,27
3520,27
3519,27
3518,27
3517,27
3515,27
3516,27
3513,27
3511,27
3510,27
3508,27
3506,27
3507,27
3505,27
3504,27
3503,27
3502,27
3500,27
3499,27
3498,27
3496,27
3497,27
3495,27
3494,27
3493,27
3492,27
3491,27
3490,27
3489,27
3488,27
3487,27
3486,27
3485,27
3484,27
3483,27
3482,27
3481,27
3480,27
3479,27
3478,27
3477,27
3476,27
3475,27
5637,33
4867,31
4866,31
4865,31
4864,31
4863,31
4862,31
4861,31
4860,31
4857,31
4859,31
4858,31
4856,31
4855,31
4854,31
4851,31
4853,31
4852,31
4850,31
4849,31
4848,31
4847,31
4846,31
4843,31
4841,31
4840,31
4845,31
4844,31
4837,31
4835,31
4839,31
4838,31
4833,31
4828,31
4825,31
4829,31
4842,31
4819,31
4817,31
4816,31
4813,31
4818,31
4812,31
4811,31
4809,31
4806,31
4805,31
4803,31
4801,31
4800,31
4797,31
4798,31
4795,31
4794,31
4792,31
4790,31
4789,31
4787,31
4786,31
4785,31
4784,31
4783,31
4781,31
4780,31
4779,31
4778,31
4777,31
4776,31
4775,31
4774,31
4773,31
4772,31
4771,31
4770,31
4769,31
4768,31
4762,31
4761,31
4756,31
4755,31
4754,31
4753,31
4752,31
4750,31
4749,31
4748,31
4747,31
4746,31
4745,31
4744,31
4742,31
4741,31
4740,31
4739,31
4738,31
4737,31
4736,31
4735,31
4734,31
4732,31
4731,31
4730,31
4729,31
4728,31
4726,31
4725,31
4724,31
4722,31
4721,31
4720,31
4719,31
4723,31
4718,31
4717,31
4716,31
4715,31
4714,31
4713,31
4712,31
4711,31
4708,31
4707,31
4703,31
4701,31
4700,31
4698,31
4706,31
4696,31
4695,31
4694,31
4691,31
4688,31
4687,31
4690,31
4689,31
4685,31
4682,31
4681,31
4684,31
4683,31
4679,31
4680,31
4668,31
4667,31
4666,31
4653,31
4651,31
4649,31
4650,31
4648,31
3474,27
3473,27
3472,27
3471,27
3470,27
3469,27
3468,27
3466,27
3467,27
3465,27
3464,27
3463,27
3462,27
3461,27
3460,27
3459,27
3458,27
3448,26
3447,26
3449,26
3446,26
3445,26
3444,26
3443,26
3442,26
3441,26
3440,26
3439,26
3438,26
3437,26
3435,26
3434,26
3433,26
3432,26
3431,26
3430,26
3428,26
3427,26
3426,26
3425,26
3424,26
3423,26
3422,26
3421,26
3420,26
3419,26
3418,26
3417,26
3416,26
3415,26
3414,26
3413,26
3412,26
3411,26
3410,26
3408,26
3407,26
3406,26
3405,26
3404,26
3403,26
3402,26
3401,26
3400,26
3399,26
3398,26
3397,26
3396,26
3395,26
3394,26
3393,26
3392,26
3391,26
3390,26
3389,26
3388,26
3387,26
3386,26
3384,26
3385,26
3383,26
3381,26
3380,26
3379,26
3378,26
3376,26
3375,26
3372,26
3371,26
3370,26
3369,26
3368,26
3367,26
3366,26
3365,26
3364,26
3363,26
3362,26
3361,26
3360,26
3359,26
3358,26
3357,26
3356,26
3355,26
3354,26
3353,26
3352,26
3351,26
3350,26
3349,26
3348,26
3347,26
3346,26
3345,26
3344,26
3343,26
3341,26
3340,26
3339,26
3338,26
3337,26
3335,26
3334,26
3333,26
3332,26
3331,26
3329,26
3328,26
3327,26
3325,26
3323,26
3322,26
3321,26
3319,26
3318,26
3317,26
3314,26
3312,26
3311,26
3309,26
3307,26
3306,26
3305,26
3303,26
3301,26
3300,26
3298,26
3296,26
3295,26
3293,26
3291,26
3290,26
3288,26
3287,26
3285,26
3283,26
3282,26
3280,26
3279,26
3277,26
3275,26
3274,26
3273,26
3271,26
3269,26
3268,26
3266,26
3265,26
3264,26
3263,26
3261,26
3259,26
3257,26
3258,26
3256,26
3255,26
3252,26
3250,26
3249,26
3254,26
3253,26
3246,26
3244,26
3242,26
3240,26
3239,26
3237,26
3235,26
3232,26
3231,26
3229,26
3228,26
3227,26
3226,26
3224,26
3223,26
3222,26
3219,26
3217,26
3215,26
3213,26
3212,26
3210,26
3209,26
3206,26
3204,26
3203,26
3201,26
3200,26
3198,26
3197,26
3196,26
3195,26
3194,26
3193,26
3190,26
3189,26
3185,26
3184,26
3181,26
3179,26
3178,26
3176,26
3173,26
3171,26
3169,26
3168,26
3165,26
3164,26
3161,26
3159,26
3158,26
3155,26
3153,26
3152,26
3151,26
3150,26
3148,26
3146,26
3145,26
3143,26
3141,26
3139,26
3137,26
3135,26
3110,25
3109,25
3108,25
3106,25
3104,25
3102,25
3100,25
3098,25
3096,25
3095,25
3093,25
3090,25
3087,25
3086,25
3085,25
3083,25
3082,25
3080,25
3079,25
3078,25
3076,25
3077,25
3072,25
3071,25
3068,25
3063,25
3070,25
3059,25
3057,25
3054,25
3048,25
3046,25
3044,25
3043,25
3040,25
3038,25
3039,25
3036,25
3033,25
3030,25
3027,25
3028,25
3024,25
3021,25
3019,25
3017,25
3018,25
3016,25
3014,25
3012,25
3008,25
3007,25
3006,25
3005,25
3004,25
3003,25
3002,25
3001,25
3000,25
2999,25
2994,25
2993,25
2992,25
2991,25
2990,25
2989,25
2988,25
2987,25
2986,25
2985,25
2984,25
2983,25
2982,25
2981,25
2980,25
2979,25
2978,25
2977,25
2976,25
2975,25
2974,25
2973,25
2972,25
2971,25
2970,25
2968,25
2969,25
2967,25
2966,25
2965,25
2963,25
2962,25
2961,25
2960,25
2959,25
2958,25
2957,25
2955,25
2956,25
2954,25
2953,25
2952,25
2951,25
2940,25
2939,25
2938,25
2937,25
2936,25
2935,25
2934,25
2932,25
2931,25
2930,25
2929,25
2928,25
2917,25
2916,25
2915,25
2909,25
2908,25
2906,25
2905,25
2904,25
2898,25
2897,25
2896,25
2892,25
2891,25
2887,25
2886,25
2884,25
2885,25
2883,25
2882,25
2874,25
2873,25
2872,25
2871,25
2869,25
2868,25
2859,25
2858,25
2857,25
2856,25
2855,25
2854,25
2853,25
2852,25
2851,25
2850,25
2837,25
2836,25
2835,25
2834,25
2833,25
2832,25
2827,25
2826,25
2825,25
2824,25
2823,25
2822,25
2821,25
2820,25
2819,25
2817,25
2818,25
2816,25
2815,25
2814,25
2811,25
2812,25
2796,25
2795,25
2794,25
2792,25
2793,25
2791,25
2790,25
2789,25
2774,25
2788,25
2773,25
2772,25
2771,25
2762,25
2760,25
2759,25
2758,25
2757,25
2756,25
2755,25
2754,25
2753,25
2752,25
2750,25
2749,25
2748,25
2747,25
2737,25
2736,25
2734,25
2733,25
2728,25
2727,25
2725,25
2724,25
2720,25
2710,25
2709,25
2707,25
2706,25
2702,25
2701,25
2698,25
2691,25
2692,25
2690,25
2689,25
2688,25
2685,25
2686,25
2681,25
2680,25
2679,25
2677,25
2676,25
2674,25
2673,25
2672,25
2581,24
2579,24
2576,24
2574,24
2573,24
2566,24
2565,24
2561,24
2560,24
2559,24
2552,24
2553,24
2548,24
2546,24
2544,24
2543,24
2542,24
2541,24
2539,24
2538,24
2537,24
2526,24
2525,24
2524,24
2521,24
2518,24
2517,24
2516,24
2515,24
2514,24
2511,24
2512,24
2510,24
2509,24
2508,24
2507,24
2506,24
2504,24
2501,24
2500,24
2497,24
2495,24
2492,24
2491,24
2489,24
2487,24
2488,24
2486,24
2484,24
2483,24
2471,24
2470,24
2469,24
2468,24
2467,24
2466,24
2465,24
2455,24
2454,24
2453,24
2452,24
2451,24
2450,24
2449,24
2448,24
2439,24
2438,24
2437,24
2434,24
2431,24
2430,24
2422,24
2417,24
2416,24
2415,24
2414,24
2413,24
2412,24
2411,24
2410,24
2397,24
2393,24
2392,24
2391,24
2390,24
2382,24
2379,24
2377,24
2376,24
2375,24
2374,24
2373,24
2372,24
2371,24
2370,24
2369,24
2368,24
2367,24
2366,24
2365,24
2364,24
2363,24
2362,24
2361,24
2360,24
2359,24
2358,24
2357,24
2349,24
2348,24
2347,24
2346,24
2345,24
2344,24
2343,24
2330,24
2329,24
2327,24
2326,24
2325,24
2324,24
2323,24
2322,24
2320,24
2321,24
2306,24
2305,24
2304,24
2303,24
2302,24
2301,24
2300,24
2299,24
2289,24
2288,24
2287,24
2286,24
2285,24
2284,24
2283,24
2274,24
2273,24
2272,24
2271,24
2270,24
2268,24
2269,24
2267,24
2266,24
2261,24
2252,24
2244,24
2253,24
2243,24
2242,24
2241,24
2240,24
2239,24
2238,24
2231,24
2230,24
2229,24
2228,24
2227,24
2226,24
2225,24
2224,24
2223,24
2222,24
2207,24
2204,24
2202,24
2201,24
2200,24
2199,24
2198,24
2194,24
2193,24
2192,24
2191,24
2175,24
2174,24
2173,24
2171,24
2170,24
2163,24
2160,24
2162,24
2159,24
2158,24
2152,24
2151,24
2147,24
2146,24
2141,24
2143,24
2134,24
2142,24
2130,24
2128,24
2127,24
2126,24
2125,24
2124,24
2122,24
2123,24
2109,24
2107,24
2105,24
2100,24
2102,24
2096,24
2094,24
2092,24
2090,24
2086,24
2085,24
2081,24
2078,24
2075,24
2072,24
2070,24
2067,24
2066,24
2063,24
2061,24
2059,24
2055,24
2053,24
1989,23
1988,23
1987,23
1986,23
1984,23
1983,23
1981,23
1973,23
1972,23
1971,23
1968,23
1967,23
1969,23
1951,23
1950,23
1949,23
1947,23
1948,23
1939,23
1938,23
1931,23
1929,23
1926,23
1924,23
1923,23
1921,23
1922,23
1915,23
1911,23
1909,23
1905,23
1903,23
1902,23
1898,23
1897,23
1894,23
1895,23
1886,23
1884,23
1883,23
1880,23
1879,23
1878,23
1875,23
1874,23
1872,23
1871,23
1870,23
1869,23
1868,23
1865,23
1864,23
1860,23
1858,23
1856,23
1851,23
1850,23
1846,23
1844,23
1842,23
1838,23
1835,23
1832,23
1829,23
1828,23
1817,23
1814,23
1813,23
1811,23
1810,23
1805,23
1804,23
1803,23
1802,23
1801,23
1800,23
1799,23
1798,23
1797,23
1796,23
1795,23
1794,23
1793,23
1792,23
1791,23
1788,23
1787,23
1786,23
1785,23
1784,23
1782,23
1783,23
1781,23
1780,23
1779,23
1776,23
1775,23
1774,23
1773,23
1772,23
1771,23
1770,23
1769,23
1768,23
1767,23
1766,23
1765,23
1764,23
1763,23
1762,23
1761,23
1760,23
1759,23
1758,23
1757,23
1755,23
1754,23
1717,23
1716,23
1715,23
1701,23
1700,23
1699,23
1698,23
1690,23
1681,23
1678,23
1677,23
1676,23
1675,23
1659,23
1658,23
1655,23
1642,23
1641,23
1640,23
1638,23
1637,23
1632,23
1631,23
1621,23
1620,23
1614,23
1608,23
1607,23
1550,23
1518,23
1516,23
1502,23
1501,23
1498,23
1497,23
1496,23
1495,23
1483,23
1480,23
1479,23
1478,23
1469,23
1463,23
1455,23
1454,23
1448,23
1447,23
1446,23
1433,23
1432,23
1431,23
1425,23
1424,23
1409,23
1407,23
1406,23
1405,23
1404,23
1392,23
1391,23
1390,23
1384,23
1383,23
1382,23
1381,23
1380,23
1379,23
1378,23
1365,23
1364,23
1363,23
1351,23
1350,23
1340,23
1334,23
1322,23
1321,23
1320,23
1319,23
1318,23
1310,23
1308,23
1307,23
1301,23
1299,23
1296,23
1294,23
1292,23
1290,23
1289,23
1288,23
1287,23
1286,23
1277,23
1276,23
1274,23
1273,23
1272,23
1266,23
1263,23
1262,23
1257,23
1256,23
1255,23
1254,23
1253,23
1252,23
1251,23
1236,23
1235,23
1234,23
1233,23
1232,23
1175,22
1174,22
1173,22
1172,22
1171,22
1170,22
1164,22
1158,22
1157,22
1156,22
1130,22
1125,22
1118,22
1116,22
1114,22
1110,22
1111,22
1107,22
1106,22
1099,22
1082,22
1080,22
1078,22
1071,22
1068,22
1060,22
1058,22
1052,22
1051,22
1048,22
1043,22
1041,22
1040,22
1038,22
1024,22
1023,22
1019,22
1017,22
1014,22
1013,22
995,22
993,22
986,22
984,22
983,22
980,22
979,22
977,22
975,22
973,22
971,22
969,22
968,22
966,22
965,22
962,22
959,22
958,22
956,22
954,22
950,22
949,22
946,22
944,22
943,22
938,22
936,22
933,22
930,22
927,22
923,22
918,22
917,22
915,22
913,22
910,22
906,22
904,22
901,22
898,22
891,22
892,22
887,22
885,22
882,22
879,22
876,22
873,22
871,22
869,22
858,22
856,22
853,22
851,22
849,22
844,22
843,22
840,22
837,22
836,22
831,22
829,22
827,22
824,22
822,22
817,22
814,22
811,22
809,22
808,22
804,22
799,22
796,22
794,22
791,22
787,22
784,22
782,22
779,22
778,22
774,22
772,22
769,22
767,22
765,22
760,22
758,22
756,22
753,22
752,22
748,22
746,22
743,22
741,22
740,22
733,22
730,22
726,22
722,22
720,22
714,22
711,22
707,22
705,22
703,22
699,22
697,22
694,22
691,22
690,22
687,22
686,22
683,22
681,22
679,22
676,22
675,22
674,22
671,22
669,22
666,22
665,22
662,22
661,22
658,22
655,22
653,22
651,22
648,22
646,22
643,22
641,22
639,22
637,22
634,22
630,22
627,22
625,22
623,22
620,22
616,22
613,22
615,22
610,22
608,22
605,22
603,22
601,22
599,22
598,22
595,22
594,22
592,22
590,22
588,22
585,22
583,22
581,22
579,22
578,22
575,22
573,22
571,22
569,22
567,22
563,22
558,22
555,22
552,22
550,22
544,22
542,22
540,22
538,22
535,22
532,22
530,22
527,22
523,22
521,22
519,22
517,22
515,22
513,22
512,22
509,22
507,22
506,22
503,22
487,22
459,21
457,21
455,21
453,21
452,21
448,21
447,21
444,21
442,21
439,21
433,21
431,21
428,21
426,21
424,21
422,21
421,21
418,21
416,21
414,21
411,21
410,21
408,21
405,21
401,21
397,21
394,21
390,21
388,21
387,21
382,21
381,21
379,21
378,21
377,21
370,21
366,21
357,21
350,21
346,21
337,21
334,21
330,21
329,21
328,21
324,21
323,21
322,21
321,21
314,21
313,21
312,21
311,21
310,21
309,21
305,21
304,21
301,21
300,21
298,21
293,21
291,21
289,21
288,21
287,21
284,21
282,21
281,21
279,21
272,21
273,21
271,21
268,21
267,21
266,21
262,21
260,21
259,21
258,21
255,21
250,21
248,21
245,21
243,21
242,21
238,21
237,21
235,21
233,21
227,21
225,21
221,21
219,21
208,21
207,21
202,21
200,21
198,21
193,21
189,21
185,21
183,21
175,21
176,21
172,21
168,21
166,21
163,21
162,21
161,21
158,21
155,21
153,21
151,21
149,21
146,21
144,21
142,21
141,21
139,21
135,21
133,21
130,21
129,21
127,21
123,21
122,21
120,21
118,21
117,21
114,21
113,21
111,21
110,21
109,21
108,21
107,21
106,21
104,21
103,21
102,21
100,21
99,21
98,21
97,21
96,21
95,21
94,21
91,21
89,21
87,21
82,21
78,21
77,21
76,21
75,21
74,21
73,21
72,21
71,21
70,21
69,21
68,21
67,21
66,21
65,21
64,21
63,21
62,21
61,21
60,21
59,21
58,21
57,21
56,21
