game_id,seat_location
3904,middle
3904,returning_champ
3903,right
3903,middle
3903,returning_champ
3902,right
3902,middle
3902,returning_champ
3900,right
3900,middle
3900,returning_champ
3899,right
3899,middle
3899,returning_champ
3898,right
3898,middle
3898,returning_champ
3901,right
3901,middle
3901,returning_champ
3897,right
3897,middle
3897,returning_champ
3896,right
3896,middle
3896,returning_champ
3895,right
3895,middle
3895,returning_champ
3893,right
3893,middle
3893,returning_champ
3894,right
3894,middle
3894,returning_champ
3892,right
3892,middle
3892,returning_champ
3891,right
3891,middle
3891,returning_champ
3890,right
3890,middle
3890,returning_champ
3888,right
3888,middle
3888,returning_champ
3887,right
3887,middle
3887,returning_champ
3885,right
3885,middle
3885,returning_champ
3886,right
3886,middle
3886,returning_champ
3884,right
3884,middle
3884,returning_champ
3883,right
3883,middle
3883,returning_champ
3882,right
3882,middle
3882,returning_champ
3880,right
3880,middle
3880,returning_champ
3879,right
3879,middle
3879,returning_champ
3877,right
3877,middle
3877,returning_champ
3878,right
3878,middle
3878,returning_champ
3875,right
3875,middle
3875,returning_champ
3874,right
3874,middle
3874,returning_champ
3873,right
3873,middle
3873,returning_champ
3871,right
3871,middle
3871,returning_champ
3870,right
3870,middle
3870,returning_champ
3869,right
3869,middle
3869,returning_champ
3868,right
3868,middle
3868,returning_champ
3867,right
3867,middle
3867,returning_champ
3866,right
3866,middle
3866,returning_champ
3865,right
3865,middle
3865,returning_champ
3864,right
3864,middle
3864,returning_champ
3863,right
3863,middle
3863,returning_champ
3862,right
3862,middle
3862,returning_champ
3861,right
3861,middle
3861,returning_champ
3860,right
3860,middle
3860,returning_champ
3859,right
3859,middle
3859,returning_champ
3858,right
3858,middle
3858,returning_champ
3857,right
3857,middle
3857,returning_champ
3856,right
3856,middle
3856,returning_champ
3855,right
3855,middle
3855,returning_champ
3854,right
3854,middle
3854,returning_champ
3853,right
3853,middle
3853,returning_champ
3852,right
3852,middle
3852,returning_champ
3851,right
3851,middle
3851,returning_champ
3850,right
3850,middle
3850,returning_champ
3842,right
3842,middle
3842,returning_champ
3849,right
3849,middle
3849,returning_champ
3848,right
3848,middle
3848,returning_champ
3846,right
3846,middle
3846,returning_champ
3847,right
3847,middle
3847,returning_champ
3845,right
3845,middle
3845,returning_champ
3844,right
3844,middle
3844,returning_champ
3843,right
3843,middle
3843,returning_champ
3840,right
3840,middle
3840,returning_champ
3841,right
3841,middle
3841,returning_champ
3839,right
3839,middle
3839,returning_champ
3838,right
3838,middle
3838,returning_champ
3837,right
3837,middle
3837,returning_champ
3836,right
3836,middle
3836,returning_champ
3835,right
3835,middle
3835,returning_champ
3834,right
3834,middle
3834,returning_champ
3833,right
3833,middle
3833,returning_champ
3832,right
3832,middle
3832,returning_champ
3830,right
3830,middle
3830,returning_champ
3831,right
3831,middle
3831,returning_champ
3829,right
3829,middle
3829,returning_champ
3828,right
3828,middle
3828,returning_champ
3827,right
3827,middle
3827,returning_champ
3826,right
3826,middle
3826,returning_champ
3825,right
3825,middle
3825,returning_champ
3824,right
3824,middle
3824,returning_champ
3823,right
3823,middle
3823,returning_champ
3822,right
3822,middle
3822,returning_champ
3821,right
3821,middle
3821,returning_champ
3820,right
3820,middle
3820,returning_champ
3819,right
3819,middle
3819,returning_champ
3817,right
3817,middle
3817,returning_champ
3818,right
3818,middle
3818,returning_champ
3816,right
3816,middle
3816,returning_champ
3815,right
3815,middle
3815,returning_champ
3814,right
3814,middle
3814,returning_champ
3813,right
3813,middle
3813,returning_champ
3812,right
3812,middle
3812,returning_champ
3811,right
3811,middle
3811,returning_champ
3810,right
3810,middle
3810,returning_champ
3809,right
3809,middle
3809,returning_champ
3808,right
3808,middle
3808,returning_champ
3806,right
3806,middle
3806,returning_champ
3805,right
3805,middle
3805,returning_champ
3807,right
3807,middle
3807,returning_champ
3804,right
3804,middle
3804,returning_champ
3803,right
3803,middle
3803,returning_champ
3802,right
3802,middle
3802,returning_champ
3801,right
3801,middle
3801,returning_champ
3800,right
3800,middle
3800,returning_champ
3799,right
3799,middle
3799,returning_champ
3798,right
3798,middle
3798,returning_champ
3797,right
3797,middle
3797,returning_champ
3795,right
3795,middle
3795,returning_champ
3796,right
3796,middle
3796,returning_champ
3793,right
3793,middle
3793,returning_champ
3792,right
3792,middle
3792,returning_champ
3791,right
3791,middle
3791,returning_champ
3790,right
3790,middle
3790,returning_champ
3789,right
3789,middle
3789,returning_champ
3788,right
3788,middle
3788,returning_champ
3787,right
3787,middle
3787,returning_champ
3786,right
3786,middle
3786,returning_champ
3784,right
3784,middle
3784,returning_champ
3783,right
3783,middle
3783,returning_champ
3782,right
3782,middle
3782,returning_champ
3781,right
3781,middle
3781,returning_champ
3780,right
3780,middle
3780,returning_champ
3779,right
3779,middle
3779,returning_champ
3778,right
3778,middle
3778,returning_champ
3777,right
3777,middle
3777,returning_champ
3775,right
3775,middle
3775,returning_champ
3774,right
3774,middle
3774,returning_champ
3772,right
3772,middle
3772,returning_champ
3773,right
3773,middle
3773,returning_champ
3771,right
3771,middle
3771,returning_champ
3770,right
3770,middle
3770,returning_champ
3769,right
3769,middle
3769,returning_champ
3767,right
3767,middle
3767,returning_champ
3768,right
3768,middle
3768,returning_champ
3766,right
3766,middle
3766,returning_champ
3765,right
3765,middle
3765,returning_champ
3764,right
3764,middle
3764,returning_champ
3763,right
3763,middle
3763,returning_champ
3762,right
3762,middle
3762,returning_champ
3761,right
3761,middle
3761,returning_champ
3760,right
3760,middle
3760,returning_champ
3759,right
3759,middle
3759,returning_champ
3757,right
3757,middle
3757,returning_champ
3758,right
3758,middle
3758,returning_champ
3755,right
3755,middle
3755,returning_champ
3756,right
3756,middle
3756,returning_champ
3754,right
3754,middle
3754,returning_champ
3753,right
3753,middle
3753,returning_champ
3752,right
3752,middle
3752,returning_champ
3751,right
3751,middle
3751,returning_champ
3750,right
3750,middle
3750,returning_champ
3749,right
3749,middle
3749,returning_champ
3748,right
3748,middle
3748,returning_champ
3747,right
3747,middle
3747,returning_champ
3746,right
3746,middle
3746,returning_champ
3745,right
3745,middle
3745,returning_champ
3744,right
3744,middle
3744,returning_champ
3743,right
3743,middle
3743,returning_champ
3742,right
3742,middle
3742,returning_champ
3741,right
3741,middle
3741,returning_champ
3740,right
3740,middle
3740,returning_champ
3739,right
3739,middle
3739,returning_champ
3738,right
3738,middle
3738,returning_champ
3737,right
3737,middle
3737,returning_champ
3736,right
3736,middle
3736,returning_champ
3734,right
3734,middle
3734,returning_champ
3733,right
3733,middle
3733,returning_champ
3729,right
3729,middle
3729,returning_champ
3735,right
3735,middle
3735,returning_champ
3726,right
3726,middle
3726,returning_champ
3725,right
3725,middle
3725,returning_champ
3724,right
3724,middle
3724,returning_champ
3723,right
3723,middle
3723,returning_champ
3722,right
3722,middle
3722,returning_champ
3721,right
3721,middle
3721,returning_champ
3720,right
3720,middle
3720,returning_champ
3719,right
3719,middle
3719,returning_champ
3717,right
3717,middle
3717,returning_champ
3718,right
3718,middle
3718,returning_champ
3716,right
3716,middle
3716,returning_champ
3715,right
3715,middle
3715,returning_champ
3714,right
3714,middle
3714,returning_champ
3713,right
3713,middle
3713,returning_champ
3712,right
3712,middle
3712,returning_champ
3709,right
3709,middle
3709,returning_champ
3708,right
3708,middle
3708,returning_champ
3707,right
3707,middle
3707,returning_champ
3706,right
3706,middle
3706,returning_champ
3704,right
3704,middle
3704,returning_champ
3702,right
3702,middle
3702,returning_champ
3701,right
3701,middle
3701,returning_champ
3700,right
3700,middle
3700,returning_champ
3698,right
3698,middle
3698,returning_champ
3699,right
3699,middle
3699,returning_champ
3697,right
3697,middle
3697,returning_champ
3696,right
3696,middle
3696,returning_champ
3695,right
3695,middle
3695,returning_champ
3694,right
3694,middle
3694,returning_champ
3693,right
3693,middle
3693,returning_champ
3692,right
3692,middle
3692,returning_champ
3691,right
3691,middle
3691,returning_champ
3690,right
3690,middle
3690,returning_champ
3689,right
3689,middle
3689,returning_champ
3688,right
3688,middle
3688,returning_champ
3687,right
3687,middle
3687,returning_champ
3686,right
3686,middle
3686,returning_champ
3685,right
3685,middle
3685,returning_champ
3682,right
3682,middle
3682,returning_champ
3684,right
3684,middle
3684,returning_champ
3678,right
3678,middle
3678,returning_champ
3677,right
3677,middle
3677,returning_champ
3675,right
3675,middle
3675,returning_champ
3673,right
3673,middle
3673,returning_champ
3672,right
3672,middle
3672,returning_champ
3669,right
3669,middle
3669,returning_champ
3667,right
3667,middle
3667,returning_champ
3668,right
3668,middle
3668,returning_champ
3664,right
3664,middle
3664,returning_champ
3663,right
3663,middle
3663,returning_champ
3662,right
3662,middle
3662,returning_champ
3661,right
3661,middle
3661,returning_champ
3660,right
3660,middle
3660,returning_champ
3659,right
3659,middle
3659,returning_champ
3658,right
3658,middle
3658,returning_champ
3657,right
3657,middle
3657,returning_champ
3656,right
3656,middle
3656,returning_champ
3655,right
3655,middle
3655,returning_champ
3653,right
3653,middle
3653,returning_champ
3654,right
3654,middle
3654,returning_champ
3652,right
3652,middle
3652,returning_champ
3651,right
3651,middle
3651,returning_champ
3650,right
3650,middle
3650,returning_champ
3649,right
3649,middle
3649,returning_champ
3648,right
3648,middle
3648,returning_champ
3647,right
3647,middle
3647,returning_champ
3646,right
3646,middle
3646,returning_champ
3645,right
3645,middle
3645,returning_champ
3644,right
3644,middle
3644,returning_champ
3643,right
3643,middle
3643,returning_champ
3642,right
3642,middle
3642,returning_champ
3641,right
3641,middle
3641,returning_champ
3640,right
3640,middle
3640,returning_champ
3638,right
3638,middle
3638,returning_champ
3639,right
3639,middle
3639,returning_champ
3637,right
3637,middle
3637,returning_champ
3636,right
3636,middle
3636,returning_champ
3635,right
3635,middle
3635,returning_champ
3633,right
3633,middle
3633,returning_champ
3634,right
3634,middle
3634,returning_champ
3632,right
3632,middle
3632,returning_champ
3631,right
3631,middle
3631,returning_champ
3630,right
3630,middle
3630,returning_champ
3629,right
3629,middle
3629,returning_champ
3628,right
3628,middle
3628,returning_champ
3627,right
3627,middle
3627,returning_champ
3626,right
3626,middle
3626,returning_champ
3624,right
3624,middle
3624,returning_champ
3623,right
3623,middle
3623,returning_champ
3622,right
3622,middle
3622,returning_champ
3621,right
3621,middle
3621,returning_champ
3620,right
3620,middle
3620,returning_champ
3619,right
3619,middle
3619,returning_champ
3618,right
3618,middle
3618,returning_champ
3617,right
3617,middle
3617,returning_champ
3616,right
3616,middle
3616,returning_champ
3615,right
3615,middle
3615,returning_champ
3614,right
3614,middle
3614,returning_champ
3612,right
3612,middle
3612,returning_champ
3613,right
3613,middle
3613,returning_champ
3611,right
3611,middle
3611,returning_champ
3610,right
3610,middle
3610,returning_champ
3609,right
3609,middle
3609,returning_champ
3608,right
3608,middle
3608,returning_champ
3607,right
3607,middle
3607,returning_champ
3606,right
3606,middle
3606,returning_champ
3605,right
3605,middle
3605,returning_champ
3604,right
3604,middle
3604,returning_champ
3602,right
3602,middle
3602,returning_champ
3600,right
3600,middle
3600,returning_champ
3599,right
3599,middle
3599,returning_champ
3598,right
3598,middle
3598,returning_champ
3597,right
3597,middle
3597,returning_champ
3596,right
3596,middle
3596,returning_champ
3594,right
3594,middle
3594,returning_champ
3593,right
3593,middle
3593,returning_champ
3591,right
3591,middle
3591,returning_champ
3592,right
3592,middle
3592,returning_champ
3589,right
3589,middle
3589,returning_champ
3590,right
3590,middle
3590,returning_champ
3588,right
3588,middle
3588,returning_champ
3587,right
3587,middle
3587,returning_champ
3586,right
3586,middle
3586,returning_champ
3584,right
3584,middle
3584,returning_champ
3583,right
3583,middle
3583,returning_champ
3582,right
3582,middle
3582,returning_champ
3581,right
3581,middle
3581,returning_champ
3580,right
3580,middle
3580,returning_champ
3579,right
3579,middle
3579,returning_champ
3578,right
3578,middle
3578,returning_champ
3577,right
3577,middle
3577,returning_champ
3574,right
3574,middle
3574,returning_champ
3572,right
3572,middle
3572,returning_champ
3571,right
3571,middle
3571,returning_champ
3570,right
3570,middle
3570,returning_champ
3569,right
3569,middle
3569,returning_champ
3566,right
3566,middle
3566,returning_champ
3567,right
3567,middle
3567,returning_champ
3565,right
3565,middle
3565,returning_champ
3564,right
3564,middle
3564,returning_champ
3563,right
3563,middle
3563,returning_champ
3561,right
3561,middle
3561,returning_champ
3562,right
3562,middle
3562,returning_champ
3560,right
3560,middle
3560,returning_champ
3559,right
3559,middle
3559,returning_champ
3558,right
3558,middle
3558,returning_champ
3557,right
3557,middle
3557,returning_champ
3556,right
3556,middle
3556,returning_champ
3555,right
3555,middle
3555,returning_champ
3554,right
3554,middle
3554,returning_champ
3553,right
3553,middle
3553,returning_champ
3550,right
3550,middle
3550,returning_champ
3551,right
3551,middle
3551,returning_champ
3549,right
3549,middle
3549,returning_champ
3547,right
3547,middle
3547,returning_champ
3548,right
3548,middle
3548,returning_champ
3545,right
3545,middle
3545,returning_champ
3546,right
3546,middle
3546,returning_champ
3544,right
3544,middle
3544,returning_champ
3543,right
3543,middle
3543,returning_champ
3542,right
3542,middle
3542,returning_champ
3539,right
3539,middle
3539,returning_champ
3541,right
3541,middle
3541,returning_champ
3540,right
3540,middle
3540,returning_champ
3538,right
3538,middle
3538,returning_champ
3537,right
3537,middle
3537,returning_champ
3536,right
3536,middle
3536,returning_champ
3535,right
3535,middle
3535,returning_champ
3534,right
3534,middle
3534,returning_champ
3533,right
3533,middle
3533,returning_champ
3532,right
3532,middle
3532,returning_champ
3531,right
3531,middle
3531,returning_champ
3530,right
3530,middle
3530,returning_champ
3529,right
3529,middle
3529,returning_champ
3528,right
3528,middle
3528,returning_champ
3527,right
3527,middle
3527,returning_champ
3526,right
3526,middle
3526,returning_champ
3525,right
3525,middle
3525,returning_champ
3524,right
3524,middle
3524,returning_champ
3523,right
3523,middle
3523,returning_champ
3522,right
3522,middle
3522,returning_champ
3521,right
3521,middle
3521,returning_champ
3520,right
3520,middle
3520,returning_champ
3519,right
3519,middle
3519,returning_champ
3518,right
3518,middle
3518,returning_champ
3517,right
3517,middle
3517,returning_champ
3515,right
3515,middle
3515,returning_champ
3516,right
3516,middle
3516,returning_champ
3513,right
3513,middle
3513,returning_champ
3511,right
3511,middle
3511,returning_champ
3510,right
3510,middle
3510,returning_champ
3508,right
3508,middle
3508,returning_champ
3506,right
3506,middle
3506,returning_champ
3507,right
3507,middle
3507,returning_champ
3505,right
3505,middle
3505,returning_champ
3504,right
3504,middle
3504,returning_champ
3503,right
3503,middle
3503,returning_champ
3502,right
3502,middle
3502,returning_champ
3500,right
3500,middle
3500,returning_champ
3499,right
3499,middle
3499,returning_champ
3498,right
3498,middle
3498,returning_champ
3496,right
3496,middle
3496,returning_champ
3497,right
3497,middle
3497,returning_champ
3495,right
3495,middle
3495,returning_champ
3494,right
3494,middle
3494,returning_champ
3493,right
3493,middle
3493,returning_champ
3492,right
3492,middle
3492,returning_champ
3491,right
3491,middle
3491,returning_champ
3490,right
3490,middle
3490,returning_champ
3489,right
3489,middle
3489,returning_champ
3488,right
3488,middle
3488,returning_champ
3487,right
3487,middle
3487,returning_champ
3486,right
3486,middle
3486,returning_champ
3485,right
3485,middle
3485,returning_champ
3484,right
3484,middle
3484,returning_champ
3483,right
3483,middle
3483,returning_champ
3482,right
3482,middle
3482,returning_champ
3481,right
3481,middle
3481,returning_champ
3480,right
3480,middle
3480,returning_champ
3479,right
3479,middle
3479,returning_champ
3478,right
3478,middle
3478,returning_champ
3477,right
3477,middle
3477,returning_champ
3476,right
3476,middle
3476,returning_champ
3475,right
3475,middle
3475,returning_champ
5637,right
5637,middle
5637,returning_champ
4867,right
4867,middle
4867,returning_champ
4866,right
4866,middle
4866,returning_champ
4865,right
4865,middle
4865,returning_champ
4864,right
4864,middle
4864,returning_champ
4863,right
4863,middle
4863,returning_champ
4862,right
4862,middle
4862,returning_champ
4861,right
4861,middle
4861,returning_champ
4860,right
4860,middle
4860,returning_champ
4857,right
4857,middle
4857,returning_champ
4859,right
4859,middle
4859,returning_champ
4858,right
4858,middle
4858,returning_champ
4856,right
4856,middle
4856,returning_champ
4855,right
4855,middle
4855,returning_champ
4854,right
4854,middle
4854,returning_champ
4851,right
4851,middle
4851,returning_champ
4853,right
4853,middle
4853,returning_champ
4852,right
4852,middle
4852,returning_champ
4850,right
4850,middle
4850,returning_champ
4849,right
4849,middle
4849,returning_champ
4848,right
4848,middle
4848,returning_champ
4847,right
4847,middle
4847,returning_champ
4846,right
4846,middle
4846,returning_champ
4843,right
4843,middle
4843,returning_champ
4841,right
4841,middle
4841,returning_champ
4840,right
4840,middle
4840,returning_champ
4845,right
4845,middle
4845,returning_champ
4844,right
4844,middle
4844,returning_champ
4837,right
4837,middle
4837,returning_champ
4835,right
4835,middle
4835,returning_champ
4839,right
4839,middle
4839,returning_champ
4838,right
4838,middle
4838,returning_champ
4833,right
4833,middle
4833,returning_champ
4828,right
4828,middle
4828,returning_champ
4825,right
4825,middle
4825,returning_champ
4829,right
4829,middle
4829,returning_champ
4842,right
4842,middle
4842,returning_champ
4819,right
4819,middle
4819,returning_champ
4817,right
4817,middle
4817,returning_champ
4816,right
4816,middle
4816,returning_champ
4813,right
4813,middle
4813,returning_champ
4818,right
4818,middle
4818,returning_champ
4812,right
4812,middle
4812,returning_champ
4811,right
4811,middle
4811,returning_champ
4809,right
4809,middle
4809,returning_champ
4806,right
4806,middle
4806,returning_champ
4805,right
4805,middle
4805,returning_champ
4803,right
4803,middle
4803,returning_champ
4801,right
4801,middle
4801,returning_champ
4800,right
4800,middle
4800,returning_champ
4797,right
4797,middle
4797,returning_champ
4798,right
4798,middle
4798,returning_champ
4795,right
4795,middle
4795,returning_champ
4794,right
4794,middle
4794,returning_champ
4792,right
4792,middle
4792,returning_champ
4790,right
4790,middle
4790,returning_champ
4789,right
4789,middle
4789,returning_champ
4787,right
4787,middle
4787,returning_champ
4786,right
4786,middle
4786,returning_champ
4785,right
4785,middle
4785,returning_champ
4784,right
4784,middle
4784,returning_champ
4783,right
4783,middle
4783,returning_champ
4781,right
4781,middle
4781,returning_champ
4780,right
4780,middle
4780,returning_champ
4779,right
4779,middle
4779,returning_champ
4778,right
4778,middle
4778,returning_champ
4777,right
4777,middle
4777,returning_champ
4776,right
4776,middle
4776,returning_champ
4775,right
4775,middle
4775,returning_champ
4774,right
4774,middle
4774,returning_champ
4773,right
4773,middle
4773,returning_champ
4772,right
4772,middle
4772,returning_champ
4771,right
4771,middle
4771,returning_champ
4770,right
4770,middle
4770,returning_champ
4769,right
4769,middle
4769,returning_champ
4768,right
4768,middle
4768,returning_champ
4762,right
4762,middle
4762,returning_champ
4761,right
4761,middle
4761,returning_champ
4756,right
4756,middle
4756,returning_champ
4755,right
4755,middle
4755,returning_champ
4754,right
4754,middle
4754,returning_champ
4753,right
4753,middle
4753,returning_champ
4752,right
4752,middle
4752,returning_champ
4750,right
4750,middle
4750,returning_champ
4749,right
4749,middle
4749,returning_champ
4748,right
4748,middle
4748,returning_champ
4747,right
4747,middle
4747,returning_champ
4746,right
4746,middle
4746,returning_champ
4745,right
4745,middle
4745,returning_champ
4744,right
4744,middle
4744,returning_champ
4742,right
4742,middle
4742,returning_champ
4741,right
4741,middle
4741,returning_champ
4740,right
4740,middle
4740,returning_champ
4739,right
4739,middle
4739,returning_champ
4738,right
4738,middle
4738,returning_champ
4737,right
4737,middle
4737,returning_champ
4736,right
4736,middle
4736,returning_champ
4735,right
4735,middle
4735,returning_champ
4734,right
4734,middle
4734,returning_champ
4732,right
4732,middle
4732,returning_champ
4731,right
4731,middle
4731,returning_champ
4730,right
4730,middle
4730,returning_champ
4729,right
4729,middle
4729,returning_champ
4728,right
4728,middle
4728,returning_champ
4726,right
4726,middle
4726,returning_champ
4725,right
4725,middle
4725,returning_champ
4724,right
4724,middle
4724,returning_champ
4722,right
4722,middle
4722,returning_champ
4721,right
4721,middle
4721,returning_champ
4720,right
4720,middle
4720,returning_champ
4719,right
4719,middle
4719,returning_champ
4723,right
4723,middle
4723,returning_champ
4718,right
4718,middle
4718,returning_champ
4717,right
4717,middle
4717,returning_champ
4716,right
4716,middle
4716,returning_champ
4715,right
4715,middle
4715,returning_champ
4714,right
4714,middle
4714,returning_champ
4713,right
4713,middle
4713,returning_champ
4712,right
4712,middle
4712,returning_champ
4711,right
4711,middle
4711,returning_champ
4708,right
4708,middle
4708,returning_champ
4707,right
4707,middle
4707,returning_champ
4703,right
4703,middle
4703,returning_champ
4701,right
4701,middle
4701,returning_champ
4700,right
4700,middle
4700,returning_champ
4698,right
4698,middle
4698,returning_champ
4706,right
4706,middle
4706,returning_champ
4696,right
4696,middle
4696,returning_champ
4695,right
4695,middle
4695,returning_champ
4694,right
4694,middle
4694,returning_champ
4691,right
4691,middle
4691,returning_champ
4688,right
4688,middle
4688,returning_champ
4687,right
4687,middle
4687,returning_champ
4690,right
4690,middle
4690,returning_champ
4689,right
4689,middle
4689,returning_champ
4685,right
4685,middle
4685,returning_champ
4682,right
4682,middle
4682,returning_champ
4681,right
4681,middle
4681,returning_champ
4684,right
4684,middle
4684,returning_champ
4683,right
4683,middle
4683,returning_champ
4679,right
4679,middle
4679,returning_champ
4680,right
4680,middle
4680,returning_champ
4668,right
4668,middle
4668,returning_champ
4667,right
4667,middle
4667,returning_champ
4666,right
4666,middle
4666,returning_champ
4653,right
4653,middle
4653,returning_champ
4651,right
4651,middle
4651,returning_champ
4649,right
4649,middle
4649,returning_champ
4650,right
4650,middle
4650,returning_champ
4648,right
4648,middle
4648,returning_champ
3474,right
3474,middle
3474,returning_champ
3473,right
3473,middle
3473,returning_champ
3472,right
3472,middle
3472,returning_champ
3471,right
3471,middle
3471,returning_champ
3470,right
3470,middle
3470,returning_champ
3469,right
3469,middle
3469,returning_champ
3468,right
3468,middle
3468,returning_champ
3466,right
3466,middle
3466,returning_champ
3467,right
3467,middle
3467,returning_champ
3465,right
3465,middle
3465,returning_champ
3464,right
3464,middle
3464,returning_champ
3463,right
3463,middle
3463,returning_champ
3462,right
3462,middle
3462,returning_champ
3461,right
3461,middle
3461,returning_champ
3460,right
3460,middle
3460,returning_champ
3459,right
3459,middle
3459,returning_champ
3458,right
3458,middle
3458,returning_champ
3448,right
3448,middle
3448,returning_champ
3447,right
3447,middle
3447,returning_champ
3449,right
3449,middle
3449,returning_champ
3446,right
3446,middle
3446,returning_champ
3445,right
3445,middle
3445,returning_champ
3444,right
3444,middle
3444,returning_champ
3443,right
3443,middle
3443,returning_champ
3442,right
3442,middle
3442,returning_champ
3441,right
3441,middle
3441,returning_champ
3440,right
3440,middle
3440,returning_champ
3439,right
3439,middle
3439,returning_champ
3438,right
3438,middle
3438,returning_champ
3437,right
3437,middle
3437,returning_champ
3435,right
3435,middle
3435,returning_champ
3434,right
3434,middle
3434,returning_champ
3433,right
3433,middle
3433,returning_champ
3432,right
3432,middle
3432,returning_champ
3431,right
3431,middle
3431,returning_champ
3430,right
3430,middle
3430,returning_champ
3428,right
3428,middle
3428,returning_champ
3427,right
3427,middle
3427,returning_champ
3426,right
3426,middle
3426,returning_champ
3425,right
3425,middle
3425,returning_champ
3424,right
3424,middle
3424,returning_champ
3423,right
3423,middle
3423,returning_champ
3422,right
3422,middle
3422,returning_champ
3421,right
3421,middle
3421,returning_champ
3420,right
3420,middle
3420,returning_champ
3419,right
3419,middle
3419,returning_champ
3418,right
3418,middle
3418,returning_champ
3417,right
3417,middle
3417,returning_champ
3416,right
3416,middle
3416,returning_champ
3415,right
3415,middle
3415,returning_champ
3414,right
3414,middle
3414,returning_champ
3413,right
3413,middle
3413,returning_champ
3412,right
3412,middle
3412,returning_champ
3411,right
3411,middle
3411,returning_champ
3410,right
3410,middle
3410,returning_champ
3408,right
3408,middle
3408,returning_champ
3407,right
3407,middle
3407,returning_champ
3406,right
3406,middle
3406,returning_champ
3405,right
3405,middle
3405,returning_champ
3404,right
3404,middle
3404,returning_champ
3403,right
3403,middle
3403,returning_champ
3402,right
3402,middle
3402,returning_champ
3401,right
3401,middle
3401,returning_champ
3400,right
3400,middle
3400,returning_champ
3399,right
3399,middle
3399,returning_champ
3398,right
3398,middle
3398,returning_champ
3397,right
3397,middle
3397,returning_champ
3396,right
3396,middle
3396,returning_champ
3395,right
3395,middle
3395,returning_champ
3394,right
3394,middle
3394,returning_champ
3393,right
3393,middle
3393,returning_champ
3392,right
3392,middle
3392,returning_champ
3391,right
3391,middle
3391,returning_champ
3390,right
3390,middle
3390,returning_champ
3389,right
3389,middle
3389,returning_champ
3388,right
3388,middle
3388,returning_champ
3387,right
3387,middle
3387,returning_champ
3386,right
3386,middle
3386,returning_champ
3384,right
3384,middle
3384,returning_champ
3385,right
3385,middle
3385,returning_champ
3383,right
3383,middle
3383,returning_champ
3381,right
3381,middle
3381,returning_champ
3380,right
3380,middle
3380,returning_champ
3379,right
3379,middle
3379,returning_champ
3378,right
3378,middle
3378,returning_champ
3376,right
3376,middle
3376,returning_champ
3375,right
3375,middle
3375,returning_champ
3372,right
3372,middle
3372,returning_champ
3371,right
3371,middle
3371,returning_champ
3370,right
3370,middle
3370,returning_champ
3369,right
3369,middle
3369,returning_champ
3368,right
3368,middle
3368,returning_champ
3367,right
3367,middle
3367,returning_champ
3366,right
3366,middle
3366,returning_champ
3365,right
3365,middle
3365,returning_champ
3364,right
3364,middle
3364,returning_champ
3363,right
3363,middle
3363,returning_champ
3362,right
3362,middle
3362,returning_champ
3361,right
3361,middle
3361,returning_champ
3360,right
3360,middle
3360,returning_champ
3359,right
3359,middle
3359,returning_champ
3358,right
3358,middle
3358,returning_champ
3357,right
3357,middle
3357,returning_champ
3356,right
3356,middle
3356,returning_champ
3355,right
3355,middle
3355,returning_champ
3354,right
3354,middle
3354,returning_champ
3353,right
3353,middle
3353,returning_champ
3352,right
3352,middle
3352,returning_champ
3351,right
3351,middle
3351,returning_champ
3350,right
3350,middle
3350,returning_champ
3349,right
3349,middle
3349,returning_champ
3348,right
3348,middle
3348,returning_champ
3347,right
3347,middle
3347,returning_champ
3346,right
3346,middle
3346,returning_champ
3345,right
3345,middle
3345,returning_champ
3344,right
3344,middle
3344,returning_champ
3343,right
3343,middle
3343,returning_champ
3341,right
3341,middle
3341,returning_champ
3340,right
3340,middle
3340,returning_champ
3339,right
3339,middle
3339,returning_champ
3338,right
3338,middle
3338,returning_champ
3337,right
3337,middle
3337,returning_champ
3335,right
3335,middle
3335,returning_champ
3334,right
3334,middle
3334,returning_champ
3333,right
3333,middle
3333,returning_champ
3332,right
3332,middle
3332,returning_champ
3331,right
3331,middle
3331,returning_champ
3329,right
3329,middle
3329,returning_champ
3328,right
3328,middle
3328,returning_champ
3327,right
3327,middle
3327,returning_champ
3325,right
3325,middle
3325,returning_champ
3323,right
3323,middle
3323,returning_champ
3322,right
3322,middle
3322,returning_champ
3321,right
3321,middle
3321,returning_champ
3319,right
3319,middle
3319,returning_champ
3318,right
3318,middle
3318,returning_champ
3317,right
3317,middle
3317,returning_champ
3314,right
3314,middle
3314,returning_champ
3312,right
3312,middle
3312,returning_champ
3311,right
3311,middle
3311,returning_champ
3309,right
3309,middle
3309,returning_champ
3307,right
3307,middle
3307,returning_champ
3306,right
3306,middle
3306,returning_champ
3305,right
3305,middle
3305,returning_champ
3303,right
3303,middle
3303,returning_champ
3301,right
3301,middle
3301,returning_champ
3300,right
3300,middle
3300,returning_champ
3298,right
3298,middle
3298,returning_champ
3296,right
3296,middle
3296,returning_champ
3295,right
3295,middle
3295,returning_champ
3293,right
3293,middle
3293,returning_champ
3291,right
3291,middle
3291,returning_champ
3290,right
3290,middle
3290,returning_champ
3288,right
3288,middle
3288,returning_champ
3287,right
3287,middle
3287,returning_champ
3285,right
3285,middle
3285,returning_champ
3283,right
3283,middle
3283,returning_champ
3282,right
3282,middle
3282,returning_champ
3280,right
3280,middle
3280,returning_champ
3279,right
3279,middle
